nat_id,cost,grievances,uncertainty,engagement
0.478547243,0.603256548,0.462676148,0.214265586,0.344259026
-0.370961362,0.685123528,0.710294043,0.658977983,0.158086934
0.652257824,0.54062098,0.796033806,0.377649954,0.530657885
-0.296308807,0.396806302,0.43465527,0.369027338,0.359534342
0.662437904,0.592085833,0.718060844,0.486077658,0.11592183
-0.074020379,0.823928951,0.564406986,0.311497586,0.517973937
0.824457766,0.734321027,0.659216269,0.972187336,0.620592711
0.305741345,0.806921044,0.635310695,0.390388537,0.78806794
-0.325491116,0.938934965,0.344366487,0.66736628,0.434898096
0.009804654,0.569722756,0.679390325,0.693935631,0.61066276
-0.106058862,0.412840969,0.552062234,0.192643964,0.613229262
-0.633039624,0.352506559,0.596772621,0.674752999,0.387705901
-0.293339138,0.247029911,0.808852436,0.903500901,0.367164513
0.231273346,0.533649735,0.334973768,0.503072193,0.78882287
-0.14306553,0.655847299,0.90267529,0.639315417,0.77381947
0.402079362,0.799924776,0.59721909,0.783810908,0.719597938
-0.452807525,0.875987457,0.40820102,0.825122582,0.63283664
-0.189702252,0.629611031,0.422985708,0.823034099,0.724583193
-0.450603938,0.503700183,0.567876462,0.598733013,0.848094189
0.004331157,0.706279126,0.573186884,0.231585678,0.305525417
0.13854281,0.883237452,0.539488315,0.620469667,0.513911577
-0.058309144,0.375139084,0.75404018,0.455273465,0.496865134
-0.266481606,0.718271175,0.632267022,0.433809351,0.668718789
0.553246171,0.64359558,0.748533687,0.737069431,0.816037649
0.019998484,0.765727718,0.879613031,0.631250614,0.662336525
0.361422405,0.39847151,0.537501442,0.460224039,0.554221638
-0.057154117,0.829865687,0.397324757,0.374038664,0.719895875
0.851731964,0.88993224,0.725542846,0.561363643,0.597782164
0.489713418,0.183927105,0.28447213,0.359453011,0.604711209
0.500319695,0.360979002,0.559551677,0.959682863,0.652765435
0.028084733,0.190590982,0.699819263,0.619448777,0.702962162
-0.032342364,0.567870876,0.37838819,0.401286738,0.573077862
-0.398819525,0.604638669,0.608002306,0.514073537,0.428191571
0.048429411,0.453082687,0.612664213,0.563244224,0.119187147
-0.326851431,0.268459955,0.468299838,0.789691762,0.606016238
-0.191086803,0.765186105,0.497648302,0.420186798,0.858756352
0.201496318,0.309539919,0.590191243,0.671613024,0.64784968
-0.851382486,0.547110957,0.500764601,0.772233246,0.548786943
0.396527196,0.734643,0.658195476,0.602708981,0.690629748
0.59140928,0.631678108,0.314286597,0.407581556,0.317475223
0.16791167,0.436188388,0.472353947,0.050729677,0.376866413
-0.572531134,0.452430113,0.611457112,0.669986961,0.388326958
0.886957936,0.576580461,0.558939385,0.600601804,0.548363219
0.044700658,0.506611929,0.207819923,0.850984089,0.74929529
-0.37577231,0.799011145,0.474786043,0.864138386,0.700922021
-0.319875643,0.537012585,0.308351395,0.723397081,0.64851487
0.018749437,0.384509344,0.415917949,0.321112053,0.802426127
0.658449214,0.704738298,0.497882217,0.673326978,0.206444216
-0.062904501,0.749385783,0.526725126,0.548808456,0.428096751
-0.474009915,0.568406511,0.693494743,0.389999679,0.723801692
0.236665414,0.63932282,0.663634082,0.721597969,0.476616095
0.936337696,0.74988793,0.56783375,0.618974343,0.468687505
0.06719323,0.225258512,0.277900353,0.546320221,0.807551345
-0.021197811,0.725784115,0.312809064,0.53061979,0.585686553
0.277755545,0.782686059,0.672268243,0.920725562,0.845533429
0.018176648,0.625842196,0.773251762,0.488617632,0.836448397
-0.556646949,0.889760994,0.402175104,0.475863455,0.621173563
0.0983189,0.688399546,0.08287768,0.474714988,0.398895024
-0.773972366,0.400770241,0.636984361,0.337279735,0.639164096
-0.27752492,0.73739796,0.477262212,0.667997322,0.775135308
-0.311768497,0.902898811,0.528280396,0.709970075,0.283655224
0.509954221,0.606860495,0.709555421,0.934787946,0.753365066
-0.601701711,0.666309084,0.764688214,0.146432144,0.690241282
-0.377074945,0.803477969,0.769834592,0.557072253,0.340583814
0.411995155,0.531957742,0.558819878,0.729759731,0.829922713
0.06300263,0.57821174,0.281973644,0.546424509,0.799488347
-0.134108153,0.647104972,0.26733213,0.50193941,0.350189404
0.150039057,0.918052415,0.712911717,0.293865378,0.570232384
0.527588656,0.47893334,0.482105374,0.346750203,0.703354058
0.153245555,0.740500546,0.38927995,0.5133785,0.783771267
0.19760207,0.49780348,0.618829788,0.917375215,0.927403563
-0.250640122,0.628019902,0.452770793,0.246843396,0.717704186
-0.234169249,0.530492145,0.755777965,0.173107394,0.268116927
-0.513601752,0.325943706,0.545195501,0.524660744,0.684448122
-0.29094091,0.781076658,0.670207244,0.743980737,0.723936104
-0.328275845,0.641992738,0.615204238,0.380704865,0.915224994
0.153308744,0.902436316,0.545820456,0.502955388,0.620406877
0.466653699,0.584924168,0.663069291,0.533894614,0.27919614
0.330821912,0.342740865,0.670362831,0.651745794,0.775375797
-0.122848714,0.427021765,0.391960155,0.24691119,0.876390226
-0.699020947,0.538943462,0.508208166,0.413206449,0.433290697
0.678629397,0.817503934,0.611315561,0.519194966,0.575458086
0.224454531,0.423396533,0.870229929,0.664466366,0.440477707
0.549969713,0.80367152,0.622939288,0.657125252,0.641242666
-0.335128817,0.458320286,0.678619572,0.646428613,0.457816235
0.446511504,0.606568121,0.00450571,0.846556611,0.766476257
0.06307119,0.464200756,0.140597354,0.576193552,0.400776485
0.16358408,0.746578542,0.615876837,0.461291437,0.485781959
-0.369272341,0.353176104,0.556415148,0.744885586,0.733929848
0.116172749,0.938009974,0.001258835,0.806764691,0.500350414
-0.531830728,0.70453957,0.693421954,0.738213833,0.241130693
-0.409604446,0.578243325,0.504440152,0.574152027,0.673957724
-0.231038948,0.878436239,0.632996213,0.579320381,0.893707105
0.599023642,0.234487021,0.873367647,0.514052776,0.264167314
0.016766048,0.591835728,0.455669255,0.77880613,0.386933104
-0.201015369,0.747349773,0.512504745,0.996302884,0.44355953
-0.246222226,0.829031934,0.558490326,0.529128532,0.467344024
-0.293861164,0.579776957,0.41256622,0.732841127,0.287889251
-0.563483633,0.854863273,0.250462985,0.62134181,0.162605428
-0.244515906,0.423405765,0.573501656,0.796187965,0.72312775
-0.408993386,0.82855094,0.149329263,0.677822951,0.810284772
0.108428519,0.527263207,0.592627763,0.378755289,0.366549621
0.231409004,0.699933286,0.656658767,0.709420376,0.658325251
0.547847837,0.354605965,0.068457112,0.539935302,0.505078206
0.351661262,0.48337136,0.286944955,0.637367673,0.630914954
-0.252156892,0.687882299,0.697830611,0.596177608,0.772196542
-0.287903893,0.880319196,0.331853148,0.613205153,0.389541097
-0.095729038,0.422120713,0.784925925,0.498218332,0.650516441
-0.029747062,0.229099058,0.486081841,0.13601325,0.453899777
-0.258127702,0.702660467,0.42117654,0.885895652,0.783278248
-0.029303385,0.453052305,0.454798593,0.534356546,0.608238796
-0.289637426,0.867670311,0.602722915,0.789077677,0.975879008
-0.21776111,0.693963789,0.245905025,0.434854581,0.622880139
-0.162801614,0.450697553,0.464481093,0.636180275,0.785676878
0.058824261,0.919581513,0.567139405,0.64689693,0.638246337
0.519838549,0.435986619,0.454442805,0.518325213,0.516096967
0.531153243,0.420100864,0.717981743,0.39089239,0.784671023
0.033276772,0.390338638,1.009565211,0.171148883,0.448061801
-0.55352298,0.710047658,0.436583952,0.213765545,0.486999022
-0.197488062,0.470683749,0.617058918,0.702028275,0.815768396
0.617382608,0.43683328,0.438307126,0.827787843,0.431939179
-0.566538171,0.405433991,0.220844327,0.646619445,0.54985334
-0.684526087,0.575921084,0.484729966,0.253629961,0.41422714
-0.335468695,0.340635566,0.579361122,0.508752204,0.544472594
-0.76243356,0.324908202,0.608243035,0.639698568,0.624113962
-0.056547958,0.710865037,0.679484099,0.27357199,0.919235598
-0.193896201,0.81873494,0.723740803,0.662393377,0.442761432
-0.280153601,0.606499204,0.610248632,0.757666174,0.497593917
-0.970034431,0.77703182,0.362726167,0.45514536,0.708971
0.191066,0.191536983,0.301860655,0.550677781,0.885018023
-0.575164702,0.170879672,0.714800836,0.459974309,0.536003907
0.416223619,0.528904561,0.564916505,0.632762237,0.865067318
0.238034454,0.928635979,0.26942876,0.384238113,0.549899866
-0.152926674,0.592985996,0.294040595,0.568206135,0.685933133
-0.288765642,0.781517675,0.512298989,0.559993585,0.498284194
0.00224058,0.313797885,0.811770149,0.505853592,0.15762598
-0.217223482,0.441928503,0.373370224,0.553679739,0.49180304
0.297218487,0.405240759,0.675818068,0.638131763,0.556160339
0.830434327,0.586299275,0.858332355,0.263190294,0.597875957
0.5473135,0.45236079,0.563112347,0.123506568,0.516580293
0.192294165,0.719488726,0.904438779,0.578699567,0.407504207
0.164846056,0.094248844,0.548535097,0.604928428,0.941696641
0.218610123,0.251837839,0.726466302,0.526708618,0.460284808
0.367382062,0.772976444,0.613317189,0.684970245,0.773222782
0.216728006,0.503596424,0.807131894,0.535617821,0.749463148
0.020649914,0.870656976,0.169581537,0.481198989,0.805783797
0.240992342,0.099349142,0.279766617,0.70279259,0.695063132
-0.02892145,0.506912483,0.514965463,0.544267149,0.635863946
-0.328259712,0.44166923,0.668203192,0.276824804,0.434404137
-0.43373578,0.634838263,0.25438768,0.39712831,0.542404069
0.490696102,0.656620024,0.409432245,0.281413806,0.53386279
-0.213568032,0.313653504,0.936475584,0.759212309,0.645049705
0.009896964,0.533139338,0.553684271,0.824443875,0.410566994
0.535065637,0.556086527,0.965509415,0.642469406,0.32945142
-0.287625558,0.619138742,0.142781104,0.559606584,0.569982331
-0.547499245,0.581437393,0.388324981,0.798074019,0.18874806
-0.239061836,0.837015409,0.711303839,0.809379212,0.478750798
-0.496905506,0.399351418,0.818945946,0.607311486,0.492703647
0.392379221,0.629562002,0.398103943,0.444468892,0.577395181
0.064434578,0.434299717,0.425880116,0.716644622,0.240523121
-0.410537533,0.371487575,0.876912142,0.390823621,0.581804322
-0.703742749,0.649197984,0.529668156,0.873686255,0.310387813
0.733769351,0.533764247,0.679935028,0.228452575,0.081122122
0.259757156,0.39329878,0.592606987,0.480129109,0.616551601
0.048904568,0.597834747,0.248499,0.573240028,0.527505892
-0.285732624,0.760099853,0.441063668,0.427987452,0.488063027
0.066572719,0.564854119,0.517749517,0.379542203,0.418707908
0.383868269,0.796870553,0.657536757,0.298764927,0.771187529
0.395067046,0.510084301,0.58283232,0.320544559,0.49640871
-0.783866457,0.789617625,0.835158988,0.539249757,0.601423383
-0.445491383,0.821546281,0.38754223,0.619903778,0.613899156
-0.051015587,0.560053486,0.847862307,0.609751504,0.466987315
0.033914542,0.63119382,0.972750705,0.790128937,0.912481417
-0.256104501,0.607616681,0.137194347,0.688271451,0.675207628
0.475332091,0.605237028,0.840944855,0.569631484,0.911174879
-0.862235241,0.170063233,0.325865177,0.88968171,0.783147581
-0.034107747,0.512937723,0.689946099,0.677336063,0.430942881
0.008425289,0.738796135,0.428258104,0.827502216,0.639268357
-0.007835705,0.523626458,0.468523176,0.317791463,0.764635918
0.658934069,0.429434074,0.29410699,0.33943215,0.594149388
0.372457212,0.394034131,0.785395458,0.598556354,0.863980867
-0.473350159,0.798903213,0.98309894,0.291441695,0.800321144
-0.676955927,0.70661256,0.675555756,0.35171324,0.427237119
0.256853552,0.45439565,0.083449154,0.613335519,0.802548452
0.238240692,0.601016612,0.228724169,0.410881735,0.516010738
0.991117746,0.48500915,0.496148652,0.740565865,0.566094356
-0.219251492,0.739827826,0.456083139,0.505205947,0.917108276
0.289164372,0.61129754,0.317201845,0.65641755,0.502545853
-0.875996179,0.553106038,0.695870571,0.2456754,0.61283349
0.090514369,0.354716618,0.628141793,0.399514399,0.495515709
-0.706709081,0.39736446,0.584208614,0.501076455,0.459735876
0.195487061,0.702325716,0.657216656,0.361339389,0.636307851
0.034141663,0.869047534,0.689650405,0.372953109,0.323609932
-0.327231286,0.779120312,0.351864955,0.830223657,0.449733464
-0.046471419,0.264120234,0.569710561,0.549095039,0.46211734
0.216165206,0.399952669,0.622520063,0.657340835,0.614483936
0.259344721,0.498976606,0.34408143,0.621196332,0.821444914
0.329622777,0.461889566,0.65445215,0.445291948,0.395772561
-0.041586187,0.298578121,1.14741707,0.337493823,0.814896586
-0.224349504,0.360940708,0.714223341,0.682742894,0.490241795
-0.431018577,0.582835844,0.371593408,0.65915616,0.588841589
-0.055048229,0.202250411,0.72472674,0.669686878,0.668050845
0.238704258,0.994952148,0.577781258,0.795370313,0.685110776
0.414017073,0.899469817,0.542576005,0.57331728,0.786130182
0.38794852,0.685435046,0.715085873,0.385792977,0.186055526
0.053400211,0.676779064,0.483460128,0.705504893,0.64856285
0.262151159,0.662789049,0.596719242,0.39887964,0.520549385
-0.146179019,0.347848596,0.522622766,0.657431131,0.559672165
-0.354113238,0.488821616,0.465094294,0.587243794,0.479521757
0.242935855,0.530687718,0.6767629,0.56021043,0.559660848
0.080750585,0.291782539,0.547500946,0.782395146,0.531742892
-0.496330732,0.340382241,0.698029634,0.719120395,0.674213189
-0.263135234,0.544668468,0.432026947,0.290736101,0.508481817
0.402363536,0.706930691,0.157603181,0.138638267,0.784216281
-0.31749139,0.814872865,0.708736216,0.578737215,0.700366356
0.410703436,0.231419398,0.299034932,0.479463835,0.758005873
0.090490368,0.449077653,0.43391125,0.688034603,0.642179935
0.385820334,0.544428648,0.630578084,0.665792576,0.969841892
0.327192558,0.53988346,0.718191044,0.593321676,0.743130776
0.628827833,0.717585654,0.505753631,0.591641053,0.243760849
0.019771951,0.551070877,0.735170201,0.375285026,0.834350347
0.226520416,0.58571732,0.426887821,0.628238165,0.4284993
-0.190347305,0.618741135,0.622951949,0.864042683,0.659667798
-0.308112361,0.436167015,0.291079633,0.73248463,0.653373906
0.090205272,0.583809431,0.817496875,0.309049719,0.40154662
-0.314172584,0.408179829,0.452646923,0.503228358,0.762971831
-0.276985466,0.845143804,0.720323185,0.226975144,0.78087544
0.02382456,0.537822676,0.630578966,0.96037991,0.492588172
0.137266742,0.840096207,0.757963146,0.549542373,0.632883375
0.133183391,0.532943068,0.24439818,0.545168097,0.227446755
0.425729093,0.730083844,0.089967967,0.441987755,0.649970959
0.149587016,0.334372975,0.829955411,0.811405282,0.490408654
0.079875763,0.531179881,0.803765363,0.740111886,0.583453642
-0.490752767,0.553761789,0.560984462,0.603376319,0.344912991
0.061952342,0.474972201,0.637023489,0.477527365,0.598007138
-0.22627768,0.260228499,0.40530264,0.586828222,0.721980761
0.01696007,0.380173775,0.665287074,0.812079867,0.433500278
-0.45095845,0.703092897,0.664817069,0.532764427,0.502531575
0.122673489,0.607660345,0.490947247,0.918838908,0.252580628
0.690013818,0.444943753,0.465736492,0.688832641,0.512311424
-0.165269804,0.253475885,0.319922479,0.485845752,0.84083636
0.505019873,0.686983867,0.474717701,0.813264784,0.645459435
-0.15342462,0.57951214,0.554481923,0.502109913,0.512918438
-0.288022861,0.26810147,0.671344875,0.44036085,0.555805279
-0.383920212,0.691410896,0.331375136,0.443410564,0.63458869
0.345780229,0.516238586,0.433803684,0.279604713,0.418402472
-0.028915638,0.663846768,0.653854563,0.277848778,0.772903445
-0.370725967,0.574306258,0.312290762,0.623047453,0.612895841
-0.186132811,0.33025803,0.676366863,0.690908828,0.908499981
-0.467533355,0.471721895,0.540562693,0.774014129,0.774216077
-0.045868028,0.516960075,0.633019988,0.621180947,0.855865166
0.090018623,0.236637785,0.339843344,0.648800403,0.398314
0.212683476,0.614267766,0.70424486,0.850126878,0.262943377
-0.1344771,0.531236457,0.716402482,0.603068496,0.242544868
0.647499314,0.318918888,0.636648394,0.431867457,0.931494924
-0.321338495,0.345532647,0.475089354,0.552011319,0.232876894
0.104339715,0.389623618,0.715162778,0.694017137,0.702384056
0.139967588,0.307272809,0.754694479,0.86658767,0.875787275
0.409805587,0.796804317,0.822176697,0.751115317,0.77198022
0.040212875,0.869144044,0.613472288,0.441402748,0.494929385
-0.163301611,0.289769047,0.842056339,0.483205592,0.796529991
0.090689087,0.216913958,0.415141805,0.81058556,0.707052085
0.167679844,0.841428097,0.419814266,0.379033493,0.713502611
-0.069364569,0.686384346,0.69166303,0.218539717,0.684188121
0.342406008,0.780797242,0.617317298,0.4285005,0.646599695
0.117342864,0.452005722,0.650786492,0.191878184,0.51701155
-0.013250272,0.687148937,0.679931214,0.592037672,0.515269388
-0.252199054,0.29738409,0.746993281,0.74398463,0.725027726
-0.044705699,0.592911394,0.879096077,0.730096141,0.484667086
0.18554941,0.718244787,0.695618506,0.592265514,0.849542221
0.830994446,0.611290503,0.734261479,0.567621888,0.520059566
-0.185766896,0.877297091,0.832396076,0.431970272,0.33514685
0.533094393,0.714301363,0.214910961,0.429187337,0.727495476
-0.077434373,0.640512768,0.527025578,0.386404389,0.522313622
0.950217865,0.490647639,0.517196206,0.419729329,0.287447049
0.443288107,0.401830714,0.65979008,0.401661748,0.662775799
-0.294027196,0.603885728,0.518622852,0.324923781,0.411803216
0.37578575,0.631636575,0.897781274,0.535465839,0.701496467
-0.0185202,0.578290591,0.869770777,0.431766111,0.636886653
0.113864359,0.687413923,0.629072584,0.115339539,0.905205871
-0.17534128,0.550377297,0.490081391,0.408967355,0.600130506
0.223417739,0.819059735,0.714997327,0.412729228,0.823425031
0.457493243,0.615286632,0.752425992,0.363612788,0.939513983
0.155337399,0.437832126,0.768806752,0.493760621,0.585684059
0.0876876,0.217600668,0.6525033,0.536674444,0.677012667
0.494001884,0.522530073,0.627324935,0.794179418,0.844574485
0.786553164,0.153966276,0.424238844,0.875487277,0.313649258
0.216147831,0.326632785,0.354147763,0.842418252,0.629646158
-0.073543871,0.301734585,0.553549495,0.301921583,0.710601505
-0.365639899,0.643884042,0.523307096,0.792118344,0.70224495
-0.392112115,0.490108153,0.843458202,0.391187447,0.647266943
0.373948524,0.402278018,0.543077646,0.367805736,0.130117109
-0.975896951,0.529057805,0.17188524,0.549475165,0.784863353
0.168799686,0.694558947,0.980479821,0.508169454,0.868175529
-0.018172799,0.610189481,0.512887304,0.397025992,0.697927747
-0.004684458,0.335240474,0.815802153,0.726472953,0.819255316
0.003643299,0.521769711,0.404127189,0.910065507,0.473940284
-0.558507788,0.354864013,0.525611944,0.56110674,0.536188343
-0.343236109,0.726717565,0.923343561,0.801646294,0.601094692
0.001759616,0.701377031,0.810698517,0.634664246,0.273766786
0.207582785,0.204585168,0.754628815,0.72706932,0.670171699
-0.429341505,0.408311804,0.718734566,0.696382704,0.429144052
-0.304393235,0.756457455,0.985039278,0.590111153,0.357375834
-0.336644769,0.370408405,0.563210717,0.979481137,0.692406475
-0.55884449,0.624791891,0.716909363,0.404474841,0.311600601
-0.259690018,0.537524268,0.847425917,0.775126997,0.532311154
-0.330612424,0.520018635,0.413330534,0.927804371,0.640660707
0.049094423,0.647765679,0.514158315,0.857030616,0.490279076
-0.088540874,0.375336945,0.585898165,0.558965139,0.868353265
-0.307393352,0.427222476,0.862787554,0.379542053,0.307046118
-0.083963756,0.367837236,0.636808133,0.581209888,0.396495878
0.134521849,0.866481596,0.659763437,0.516193605,0.64056452
0.337648158,0.370424461,0.463282995,0.474994142,0.874289442
-0.474603016,0.755958126,0.287525757,0.030418765,0.561194454
-0.069770163,0.551046714,0.661659973,0.758803087,0.550183587
-0.112935193,0.390207868,0.400672923,0.67466663,0.517667386
-0.106773641,0.750561474,0.548165089,0.254025259,0.556644792
-0.120586319,0.838524133,0.838164787,0.339890355,0.522753631
-0.217900578,0.637064636,0.210450765,0.736497384,0.644735837
-0.45608228,0.43890957,0.533771342,0.440391664,0.745006344
0.205469426,0.662161735,0.020373405,0.611804363,0.294337023
-0.192664823,0.456785446,0.260400577,0.760642825,0.480787043
0.221921155,0.924528434,0.594594716,0.612144527,0.434268701
-0.252763582,0.597336752,0.859080721,0.398284833,0.901671184
0.043000208,0.922203052,0.603638758,0.24295347,0.629368904
0.083584033,0.602182063,0.398322636,0.300171961,0.70772987
-0.486717477,0.412004612,0.455635549,0.759611204,0.339498052
0.210360208,0.661656953,0.198057156,0.707593636,0.392770308
0.211677324,0.897719007,0.764504256,0.420113408,0.611931626
-0.73667335,0.779869234,0.397890731,0.835634812,0.634499536
0.337655452,0.636197419,0.369119348,0.592717048,0.412731466
-0.344378138,0.559283663,0.286250051,0.376448649,0.390835537
3.27E-04,0.877530984,0.587691687,0.608201674,0.793896786
-0.031660231,0.682635519,0.985260755,0.496813029,0.546780935
-0.155870631,0.543492413,0.514015546,0.805211739,0.517486404
0.091354611,0.535631012,0.29508298,0.75754344,0.67315021
6.73E-04,0.866227292,0.605168295,0.191707461,0.541142077
-0.416947455,0.748062854,0.731835783,0.630977665,0.673795215
0.225270157,0.51095582,0.435239414,0.581922034,0.569953794
0.325183713,0.865416959,0.385658082,0.514696183,0.447660336
-0.384937128,0.754756863,0.403380339,0.799084527,0.409629457
0.017505159,0.554894017,0.996381114,0.672102221,0.479822839
-0.151797197,0.416902288,0.710052572,0.400209974,0.352526093
-0.006809728,0.762239651,0.701466284,0.490789202,0.476925777
-0.427153505,0.650522853,1.130602131,0.27808763,0.149088008
-0.290026877,0.808112188,0.421185743,0.430063487,0.723558671
-0.923656656,0.459375872,0.736509842,0.540319156,0.87852339
-0.560119322,0.582368013,0.311578981,0.741309211,0.57293099
-0.258584904,0.426300808,0.592793119,0.643927397,0.620963178
-0.170159897,0.748049651,0.802955811,0.472414297,0.719733843
0.086435252,0.437941822,0.647766512,0.683172537,0.684807025
-0.094221422,0.59672862,0.818290761,0.120737819,0.957989039
-0.045201083,0.817394662,0.814901613,0.41435061,0.171085018
0.611072545,0.400614287,0.954645296,0.592847223,0.352639279
0.771121921,0.547789979,0.855156329,0.917543067,0.368806891
-0.586098306,0.738234869,0.89626265,0.828617828,0.804686324
-0.214609328,0.485666426,0.822601495,0.693253437,0.535471377
0.220036105,0.461322173,0.2180096,0.59821216,0.725444279
-0.284052206,0.966625332,0.326091234,0.518643811,0.736443567
-0.314062413,0.718754405,0.64982687,0.355310618,0.420340874
0.09065627,0.501573791,0.75049185,0.557236473,0.67539068
0.382340591,0.35011715,0.538212054,0.82662713,0.931795245
-0.107683144,0.352778735,0.461331865,0.779948506,0.296136286
-0.350035768,0.549388293,1.138934297,0.557945134,0.634831648
0.306693986,0.618254135,0.741889045,0.635917134,0.282802182
0.275747037,0.411652076,0.444798665,0.469509197,0.383142914
0.293090062,0.550490074,0.340709112,0.710228077,0.863624722
0.054513732,0.782331375,0.910815334,0.654794804,0.505049138
0.431204077,0.719302119,0.701105716,0.917984236,0.838751075
-0.63188575,0.713218818,0.372003097,0.545340465,0.553705813
-0.197580389,0.630560119,0.484243968,0.533982692,0.497313178
0.413570688,0.565424246,0.078233598,0.598327968,0.710534038
0.206470089,0.577047128,0.342300943,0.638325818,0.75255826
0.368851673,0.581460416,0.591918686,0.968824552,0.484978734
0.084055964,0.809466584,0.296009655,0.410615679,0.71955549
0.278293207,0.516128572,0.357061087,0.608044214,0.506551206
-0.037475425,0.519008562,0.625965826,0.573302174,0.529013467
-0.489477535,0.863130471,0.349454032,0.795820103,0.649549818
0.410932344,0.610889601,0.543421628,0.671381822,0.754269085
-0.382180323,0.571088083,0.431345379,0.679428234,0.551860777
-0.485882396,0.936514331,0.639892924,0.650430866,0.637420011
0.050784635,0.597067145,0.514374449,0.430352499,0.671384907
-0.027915518,0.343941501,0.853919411,0.955090242,0.564476619
-0.261791562,0.590841939,0.529890966,0.566842742,0.435621258
-0.018530568,0.731155777,0.735931053,0.991023307,0.814404191
-0.450355384,0.647288495,0.534500167,0.494613981,0.668545586
0.133717965,0.726799605,0.678393955,0.486836788,0.579686304
0.520506362,0.426706309,0.624635853,0.142985365,0.426779998
-0.307675273,0.58781107,0.474459751,0.922329116,0.34641676
0.880744465,0.295184716,0.31160415,0.616412434,0.596367673
-0.286072321,0.542174994,0.340163685,0.447017516,0.940430815
0.547335148,0.191380338,0.641015175,0.326061384,0.624546167
0.295214175,0.514300331,0.268609768,0.250437271,0.330783765
-0.151883418,0.454228452,0.788377587,0.460708769,0.417319482
0.213758272,0.399545252,0.465943248,0.524779393,0.714203439
-0.648521418,0.971928403,0.305952823,0.49075291,0.54176643
-0.432904914,0.537264004,0.768196042,0.934118511,0.40673477
0.821038251,0.704581191,0.745720464,0.331088236,0.538540811
-0.942667002,0.734156082,0.626403342,0.648842818,0.262494599
-0.01445683,0.439219934,0.84663344,0.446339231,0.586525506
0.020414359,0.496451055,0.831027162,0.701877181,0.39312821
0.027942383,0.490450853,0.959045186,0.564805209,0.606502287
0.259667947,0.701090466,0.797691748,0.657619341,0.792186612
-0.088656506,0.778864031,0.765117511,0.772080427,0.852478397
